scene_id,station_id,target_snr_db,frames,visible_targets,detections,mismatch_frames,mismatch_abs,matched_pairs,unmatched_detections,unmatched_targets,achieved_snr_mean_db,achieved_max_abs_error_db,rd_local_maxima,nms_suppressed,roi_rejected,fov_rejected,ghost_detections,range_mae,isolated_range_mae,crowded_range_mae,range_rmse,isolated_range_rmse,crowded_range_rmse,range_median,isolated_range_median,crowded_range_median,range_p95,isolated_range_p95,crowded_range_p95,radial_velocity_mae,isolated_radial_velocity_mae,crowded_radial_velocity_mae,radial_velocity_rmse,isolated_radial_velocity_rmse,crowded_radial_velocity_rmse,radial_velocity_median,isolated_radial_velocity_median,crowded_radial_velocity_median,radial_velocity_p95,isolated_radial_velocity_p95,crowded_radial_velocity_p95,bearing_mae,isolated_bearing_mae,crowded_bearing_mae,bearing_rmse,isolated_bearing_rmse,crowded_bearing_rmse,bearing_median,isolated_bearing_median,crowded_bearing_median,bearing_p95,isolated_bearing_p95,crowded_bearing_p95,position_mae,isolated_position_mae,crowded_position_mae,position_rmse,isolated_position_rmse,crowded_position_rmse,position_median,isolated_position_median,crowded_position_median,position_p95,isolated_position_p95,crowded_position_p95,isolated_pairs,crowded_pairs,unmatched_targets_crowded,unmatched_targets_isolated
0,0,-10.0,30,175,75,17,100,75,0,100,-10.0,1.7763568394002505e-15,75,0,0,0,0,0.006239121545915533,0.005712869174743895,0.007174681316887333,0.008089041250296344,0.007590721187744654,0.00890636438062185,0.004578016347956293,0.004291738076698692,0.006102866201771917,0.015694411848749465,0.015402045480292602,0.01739374740188637,0.007589649887694694,0.008483432588346381,0.0060007028643139166,0.011198552504151603,0.01239742305106321,0.008666999235884923,0.004879498317275299,0.005864394819801839,0.0033110923132828596,0.022619443722319887,0.025191599014040014,0.01872572764846989,0.02081103192056225,0.020165041906120933,0.021959458612902365,0.02786094313697485,0.026910618564888023,0.029474850951136326,0.015354005214429685,0.014739207255512778,0.015364118686228041,0.05940495021627602,0.06154259790973232,0.05448566193271311,0.018422284960195098,0.018340713759925038,0.018567300427341872,0.02641202114293874,0.028006707662565567,0.023309179726817064,0.013466081532878581,0.012654000132095333,0.013576829448272473,0.05693108103413348,0.07232807838926925,0.04635410564909671,48,27,16,84
0,0,-5.0,30,175,84,16,91,84,0,91,-4.999999999999999,1.7763568394002505e-15,84,0,0,0,0,0.004814007529479823,0.004526614511198808,0.005305356883315108,0.006964007030329273,0.006661119816014587,0.007453389956983914,0.003259260470199976,0.0032368659236681196,0.0037208607901497714,0.013438879214761276,0.014825209683760216,0.011892512164745739,0.005755165229586513,0.006240908757319256,0.004924700488624079,0.009051123695022754,0.009582546179859127,0.008061824482637713,0.003078622920690055,0.0032762367490541955,0.002858163376438405,0.01971717993537715,0.021987488798956747,0.013143864879496286,0.016997078884473597,0.017812286508268733,0.015603336817985142,0.028031022612051797,0.03028581329955084,0.023683937245212353,0.009689787108931255,0.010412006141956406,0.007034032800273342,0.05557064680493412,0.052023870483833896,0.051751203200727285,0.014184337429188763,0.014925938687253698,0.01291643850411002,0.020909387469305117,0.023201467065431705,0.016258675860963617,0.008676812796070067,0.0085248532989731,0.008828772293167034,0.0457570612926414,0.051164544664649654,0.03154536023054201,53,31,12,79
0,0,0.0,30,175,101,14,74,101,0,74,4.8216373327664287e-17,1.446491199829931e-15,101,0,0,0,0,0.004999736260899975,0.005794924344955439,0.003361166875573563,0.008697625692935224,0.010052927696083359,0.004825267473424344,0.0029240676164405954,0.0030905257397861874,0.002387460915763029,0.016762536398168493,0.02053243327338751,0.007617072921532039,0.00618945285060284,0.007239675399186707,0.004025357902005776,0.010656367768594806,0.012045168753677898,0.0069707645666977295,0.002922323670097704,0.0038452331391278793,0.0023404515992964114,0.02312452314705782,0.024167815553234228,0.012270600809328716,0.020912811734720056,0.024861077636439126,0.012776991088753492,0.04110418301106582,0.04776523598464388,0.021673704003234023,0.008219313509672137,0.008715171674899078,0.007443061376019232,0.09292300232055832,0.10904688320802547,0.037815948079681735,0.017079565126488387,0.020584533713169074,0.009857205614540301,0.035259556768111724,0.04186614638479693,0.013902500538275079,0.0070382535533084715,0.007536296315609644,0.0068278708540083395,0.05465178921308166,0.08438532320489019,0.02054340539357625,68,33,10,64
0,0,5.0,30,175,118,13,57,118,0,57,5.0,1.7763568394002505e-15,118,0,0,0,0,0.0045019903540648365,0.004901030876972573,0.0035930647185527706,0.007625171031517521,0.008267253226213935,0.005907642179478727,0.0023798291688237327,0.002613645712056467,0.002017361210885138,0.014899619045263494,0.018725221983437214,0.011765984822578623,0.005190185639024135,0.005824223880267031,0.0037459874228597595,0.008071416534191985,0.008934381248179251,0.005632091714436023,0.0029071225543200185,0.003488852101067863,0.002503686743533897,0.017758576083200327,0.022202510922413203,0.012966038224795105,0.01780963612371351,0.019011400895969033,0.015072283031353698,0.03442473743706819,0.03387539307354919,0.03564443062127496,0.00799806650469535,0.00814530873981974,0.007591139104768118,0.061050086288770886,0.0631341866577296,0.04399320695082837,0.015192444010250423,0.016947012238027644,0.011195927491424527,0.02846362636458943,0.029986245721907227,0.024646761440710718,0.006713431468256059,0.006780429542547661,0.006537379549700893,0.061981430831477786,0.06391377240614095,0.026873835561681707,82,36,7,50
0,0,10.0,30,175,134,11,41,134,0,41,10.0,1.7763568394002505e-15,134,0,0,0,0,0.004485614902536023,0.004933466260178339,0.003266463984509718,0.007374790516194839,0.008014168240217227,0.005253819346315402,0.0023510971551381488,0.0025538400915507964,0.0018378141170529716,0.018716216948746468,0.020443732519205324,0.013068273829793142,0.004605475264953479,0.005291367191530579,0.002738325020382482,0.007194746996881093,0.008132109982427646,0.003557342374449781,0.0028998283013823567,0.003216870649107584,0.0021982874247024053,0.01420731143805581,0.01827833066499369,0.007294007706940037,0.015780965692327537,0.01770763000711802,0.010536157279842346,0.02896064065466301,0.03131034702083739,0.021288494127518577,0.006628818088890756,0.006868041867607375,0.0065115368875228626,0.07745739346294206,0.08426500388473775,0.026743066087659167,0.014772994225638048,0.017191820183533775,0.008188412451366336,0.027116014202301125,0.030331020008266374,0.015248084022351898,0.006159302822019509,0.006435510180573873,0.005163116236513463,0.0748372645409415,0.0809971593044894,0.019404207994354827,98,36,7,34
0,0,15.0,30,175,148,10,27,148,0,27,15.0,1.7763568394002505e-15,148,0,0,0,0,0.003784087393914889,0.003978718493207094,0.00317856841833914,0.005869778744428695,0.0060677590932336715,0.005205910969888809,0.0020853706295618224,0.002347616247320161,0.001918046827753983,0.015219138253792154,0.015192760258526049,0.01365967762382958,0.0043766653095933606,0.00505734673828768,0.002258989753655476,0.007489520746827017,0.008477367497343083,0.0026498806357684638,0.0028472220593765973,0.0029482274648604534,0.002200552803163447,0.014047002091772683,0.0178200233653078,0.004232642090769123,0.013175778811890627,0.01477501452077489,0.008200378828695152,0.021957733668140998,0.024043021429417853,0.013553941146253698,0.006872728162598025,0.006915904069056981,0.006749460614068155,0.05773544927309436,0.05913166493100488,0.01902982059593334,0.013404795893902977,0.015538952116827631,0.0067651987559151595,0.02369051511906196,0.026573348186031142,0.010508723347725998,0.005485985645576707,0.005673498294861969,0.0047066511561783,0.052634798190687546,0.062446728543862524,0.017893632694868995,112,36,7,20
0,1,-10.0,36,233,91,29,142,91,0,142,-10.0,1.7763568394002505e-15,90,0,0,1,0,0.019770669764527623,0.007728966353537751,0.03903739522211142,0.08112952178848519,0.010556863232355709,0.1301340939821033,0.006843511018689519,0.004798626671785655,0.00847181066816205,0.0247104259923816,0.022245601838859486,0.17772716933759014,0.01869393638484096,0.009521815526989769,0.033369329757402866,0.06884477306250748,0.013355630354136094,0.1097158632259852,0.006510414265770342,0.0062523157326968,0.006731132159645714,0.0285488217481209,0.027556567740351312,0.13327038401628855,0.05003748337132774,0.038068498296326844,0.06918785949132918,0.12791457934339345,0.06328740697781109,0.19008705787399846,0.02451065249592744,0.024593180126279215,0.023743934641681622,0.13830664532329623,0.13584263478895184,0.20936763384414675,0.04418982952892628,0.03549012461147909,0.058109357396841754,0.11535479073373373,0.06302760969124391,0.16805214906139773,0.016126257813656193,0.0166242424366775,0.014425363338669233,0.16074466917164573,0.1407512996284271,0.22568743959739462,56,35,38,104
0,1,-5.0,36,233,131,28,102,131,0,102,-5.0,1.7763568394002505e-15,130,0,0,1,0,0.01529400241008716,0.007184610921144394,0.025821984343100575,0.06781334183560558,0.010715074946399292,0.10207727661353401,0.005200104622353763,0.005156191873207039,0.005617195163480915,0.027525665689701384,0.027467172248775283,0.027769114180017585,0.01565553301028762,0.008021285850987879,0.02556666090130834,0.05793897931174524,0.011743747398503982,0.08681008337259531,0.005395386790596035,0.004684235122231151,0.006875597551642798,0.031188078365508076,0.026724508293793112,0.03693172429263581,0.03930921168375865,0.033069693825346975,0.047409638377135216,0.10523013490996407,0.054043449377588766,0.1471651156628069,0.01680085863149008,0.01768920457883233,0.016053527309646383,0.10448445231161896,0.11977473258282202,0.06852066356579567,0.03934381741286027,0.035053315103428725,0.04491394321808719,0.09880351018097469,0.06085811823163561,0.13276842547037168,0.01565884798626616,0.014452250910577058,0.016087588758372292,0.13314371075665937,0.15584830662587862,0.07407570855762098,74,57,16,86
0,1,0.0,36,233,166,27,67,166,0,67,-1.8750811849647256e-16,1.9286549331065747e-15,165,0,0,1,0,0.012647763661352712,0.0068504635510881345,0.02188721071208688,0.0603050037000947,0.010805977987389729,0.09615910171134,0.003722403721209133,0.0038577903056973284,0.0034565129436359143,0.01985018118137205,0.020368541948794668,0.0177117296310449,0.01274844121216342,0.0076774963417972,0.020830259599309585,0.051326409724873685,0.011245646190683032,0.08143354947341233,0.004715009419192673,0.004313199102248255,0.005396176482308938,0.024710403958135174,0.024904753741156315,0.01899634101003203,0.033383313216427964,0.027875983914040097,0.04216061929210864,0.09253549973119204,0.04301532973539532,0.13878352126233504,0.014404793728294011,0.015746038146386882,0.011253907521920948,0.10458823360178544,0.10283649898937586,0.11508742409919737,0.03644871913677683,0.03398183830285395,0.040380310465841424,0.0900438460606418,0.05639632025702226,0.1263362858414026,0.015940110815500175,0.01775004721833262,0.011799271724028266,0.1191772719971259,0.11981696543917242,0.07526734711738309,102,64,9,58
0,1,5.0,36,233,188,19,45,188,0,45,5.0,8.881784197001252e-16,187,0,0,1,0,0.010911971238559942,0.006033226169012821,0.02036453981080749,0.056548516642370435,0.009300227574131879,0.09605083657184325,0.0027725776336087193,0.0031068774599569693,0.0023314844077866326,0.019323310171964547,0.02046943848412644,0.015838510090918943,0.010859906402112318,0.006959237119880588,0.018417453136436293,0.04805111105380704,0.010007197447195557,0.08116891023953811,0.003862745260239125,0.00402803951439612,0.0037324929701217026,0.022660712650218094,0.02397153774141314,0.011306606208175316,0.028738513998257376,0.02545178544867692,0.0351065505630695,0.08641682187907795,0.04239739230938207,0.1358459717748534,0.010958680339242341,0.013529227362711518,0.008068188839969955,0.0891644385836633,0.09416092532008216,0.06944061509009183,0.03600194579279522,0.03727546287378601,0.03353450644837555,0.09494538444086097,0.07622011001928096,0.12338779390082141,0.012147678587886696,0.015419277925701125,0.008124578779279185,0.12613725872322828,0.14006211324827347,0.046076756633899,124,64,9,36
